,STATENAME,ST_CASE,MONTHNAME,DAY,DAYNAME,HOUR,HARM_EV,NUMOCCS,NUMOCCSNAME,UNITTYPE,,,,REG_STAT,REG_STATNAME,OWNER,OWNERNAME,VIN,VINNAME,MOD_YEAR,MOD_YEARNAME,VPICMAKE,VPICMAKENAME,VPICMODEL,VPICMODELNAME,VPICBODYCLASS,VPICBODYCLASSNAME,MAKE,BODY_TYP,BODY_TYPNAME,ICFINALBODY,ICFINALBODYNAME,GVWR_FROM,GVWR_FROMNAME,FIRE_EXPNAME,MAK_MOD,MAK_MODNAME,VIN_1,VIN_2,VIN_3,CDL_STATNAME,L_ENDORS,L_ENDORSNAME,L_COMPL,L_COMPLNAME,L_RESTRI,L_RESTRINAME,DR_HGT,DR_HGTNAME,DR_WGT,DR_WGTNAME,PREV_ACC,PREV_ACCNAME,PREV_SUS1,PREV_SUS1NAME,PREV_SUS2,PREV_SUS2NAME,PREV_SUS3,PREV_SUS3NAME,PREV_DWI,PREV_DWINAME,PREV_SPD,PREV_SPDNAME,PREV_OTH,PREV_OTHNAME,FIRST_MO,FIRST_MONAME,FIRST_YR,FIRST_YRNAME,LAST_MO,LAST_MONAME,LAST_YR,LAST_YRNAME,SPEEDREL,SPEEDRELNAME,VTRAFWAY,VTRAFWAYNAME,VNUM_LAN,VNUM_LANNAME,VSPD_LIM,VSPD_LIMNAME,VALIGN,VALIGNNAME,VPROFILE,VPROFILENAME,VPAVETYP,VPAVETYPNAME,VSURCOND,VSURCONDNAME,VTRAFCON,VTRAFCONNAME,VTCONT_F,VTCONT_FNAME,P_CRASH1,P_CRASH1NAME,P_CRASH2,P_CRASH2NAME,P_CRASH3,P_CRASH3NAME,PCRASH4,PCRASH4NAME,PCRASH5,PCRASH5NAME,ACC_TYPE,ACC_TYPENAME,ACC_CONFIG,ACC_CONFIGNAME,MODEL,DEATHS,,,,,,,
15,Hawaii,150062,1,1,1,July,2:00am-2:59am,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,49,Toyota,472,49472,Toyota Tacoma,34,Light Pickup,1997,1997,Rollover/Overturn,Hawaii,96746,96746,6,Valid,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,72,72,190,190 lbs.,0,None,0,None,0,None,0,None,0,None,3,3,0,None,2,February,2021,2021,4,April,2022,2022,0,No,1,"Two-Way, Not Divided",2,Two lanes,25,25 MPH,3,Curve Left,1,Level,2,"Blacktop, Bituminous, or Asphalt",2,Wet,0,No Controls,0,No Controls,14,Negotiating a Curve,12,Off the edge of the road on the left side,6,Steering left,9,Precrash stability unknown,4,Departed roadway,6,B6-Single Driver-Left Roadside Departure-Drive Off Road,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,1,1,Yes,448,Toyota,2223,Tacoma,60,Pickup
15,Hawaii,150063,1,1,99,July,4:00am-4:59am,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),1,Yes,99,Reported as Unknown,9,Unknown,63,KIA,403,63403,KIA Niro,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2017,2017,Pedestrian,Not Reported,99998,Not Reported,9,Unknown License Status,9,Unknown License Type,99,Unknown License Status,9,"Unknown, if required",9,Unknown,9,Unknown,999,Unknown,999,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,9999,Unknown,99,Unknown,9999,Unknown,0,No,1,"Two-Way, Not Divided",2,Two lanes,35,35 MPH,3,Curve Left,6,Downhill,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,14,Negotiating a Curve,80,Pedestrian in road,99,Unknown/Not Reported,9,Precrash stability unknown,1,Stayed in original travel lane,13,C13-Single Driver-Forward Impact-Pedestrian/ Animal,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,0,0,No,499,Kia,15705,Niro,8,Crossover Utility Vehicle (CUV)
15,Hawaii,150064,1,1,1,July,3:00pm-3:59pm,Pedalcyclist,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,23,GMC,481,23481,"GMC C, K, R, V-series pickup/     Sierra",34,Light Pickup,2019,2019,Pedalcyclist,Hawaii,96782,96782,6,Valid,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,71,71,231,231 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,2,2,10,October,2017,2017,10,October,2017,2017,0,No,1,"Two-Way, Not Divided",1,One lane,25,25 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,10,Turning Right,83,Pedalcyclist or other non-motorist in road,1,No Avoidance Maneuver,1,Tracking,1,Stayed in original travel lane,13,C13-Single Driver-Forward Impact-Pedestrian/ Animal,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,0,0,No,472,GMC,1857,Sierra,60,Pickup
15,Hawaii,150065,1,2,1,July,9:00am-9:59am,Motor Vehicle In-Transport,2,Front-to-Front,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),98,Other Make,701,98701,Other Make 0-50cc,84,Motor Scooter,2019,2019,Motor Vehicle In-Transport,Hawaii,96793,96793,3,Expired,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,2,No valid license for this class vehicle,0,No Restrictions or Not Applicable,62,62,140,140 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,10,10,8,August,2017,2017,8,August,2021,2021,0,No,1,"Two-Way, Not Divided",2,Two lanes,35,35 MPH,3,Curve Left,3,Hillcrest,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,14,Negotiating a Curve,10,Over the lane line on left side of travel lane,99,Unknown/Not Reported,1,Tracking,2,"Stayed on roadway, but left original travel lane",50,"G50-Same Trafficway, Opposite Direction-Head-On-Lateral Move (Left/Right)",7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,0,0,No,3122,SYM,10456,LANCE CALI CLASSIC/LANCE HAVANA CLASSIC/LANCE PCH/LANCE CABO/LANCE SOHO 50,12,Motorcycle - Scooter
15,Hawaii,150065,2,2,1,July,9:00am-9:59am,Motor Vehicle In-Transport,2,Front-to-Front,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,72,Harley-Davidson,706,72706,Harley-Davidson 750cc or greater,80,Two Wheel Motorcycle (excluding motor scooters),1994,1994,Motor Vehicle In-Transport,Hawaii,96793,96793,6,Valid,1,Full Driver License,6,Valid,0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,3,"Restrictions, Compliance Unknown",69,69,280,280 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,No Record,0,No Record,0,No Record,0,No Record,0,No,1,"Two-Way, Not Divided",2,Two lanes,35,35 MPH,2,Curve Right,3,Hillcrest,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,14,Negotiating a Curve,62,From opposite direction  over left lane line,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,51,"G51-Same Trafficway, Opposite Direction-Head-On-Lateral Move (Going Straight)",7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,1,0,No,3888,Harley Davidson,11569,FLHR,81,Motorcycle - Touring / Sport Touring
15,Hawaii,150066,1,1,1,June,5:00pm-5:59pm,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,14,Mercury,21,14021,Mercury Milan,4,"4-door sedan, hardtop",2011,2011,Pedestrian,Arizona,96704,96704,6,Valid,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,3,"Restrictions, Compliance Unknown",71,71,160,160 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,No Record,0,No Record,0,No Record,0,No Record,0,No,2,"Two-Way, Divided, Unprotected Median",3,Three lanes,35,35 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,1,Going Straight,80,Pedestrian in road,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,13,C13-Single Driver-Forward Impact-Pedestrian/ Animal,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,0,0,No,465,Mercury,1793,Milan,13,Sedan/Saloon
15,Hawaii,150067,1,4,1,July,8:00pm-8:59pm,Motor Vehicle In-Transport,8,Sideswipe - Opposite Direction,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,72,Harley-Davidson,706,72706,Harley-Davidson 750cc or greater,80,Two Wheel Motorcycle (excluding motor scooters),1996,1996,Motor Vehicle In-Transport,Hawaii,96720,96720,6,Valid,1,Full Driver License,6,Valid,0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,67,67,150,150 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,No Record,0,No Record,0,No Record,0,No Record,0,No,1,"Two-Way, Not Divided",2,Two lanes,45,45 MPH,3,Curve Left,6,Downhill,2,"Blacktop, Bituminous, or Asphalt",2,Wet,0,No Controls,0,No Controls,14,Negotiating a Curve,10,Over the lane line on left side of travel lane,99,Unknown/Not Reported,1,Tracking,2,"Stayed on roadway, but left original travel lane",64,"I64-Same Trafficway, Opposite Direction-Angle, Sideswipe-Lateral Move (Left/Right)",7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,1,1,Yes,3888,Harley Davidson,11542,FXSTS / Springer Softail,82,Motorcycle - Cruiser
15,Hawaii,150067,2,4,2,July,8:00pm-8:59pm,Motor Vehicle In-Transport,8,Sideswipe - Opposite Direction,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),37,Honda,404,37404,Honda HR-V,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2017,2017,Motor Vehicle In-Transport,Hawaii,96728,96728,6,Valid,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,3,"Restrictions, Compliance Unknown",64,64,120,120 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,No Record,0,No Record,0,No Record,0,No Record,0,No,1,"Two-Way, Not Divided",2,Two lanes,45,45 MPH,2,Curve Right,5,Uphill,2,"Blacktop, Bituminous, or Asphalt",2,Wet,0,No Controls,0,No Controls,14,Negotiating a Curve,62,From opposite direction  over left lane line,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,65,"I65-Same Trafficway, Opposite Direction-Angle, Sideswipe-Lateral Move (Going Straight)",7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,0,0,No,474,Honda,9212,HR-V,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV)
15,Hawaii,150067,3,4,2,July,8:00pm-8:59pm,Motor Vehicle In-Transport,8,Sideswipe - Opposite Direction,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),37,Honda,32,37032,"Honda Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",4,"4-door sedan, hardtop",2016,2016,Motor Vehicle In-Transport,Hawaii,96728,96728,6,Valid,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,3,"Restrictions, Compliance Unknown",69,69,285,285 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,1,1,3,March,2021,2021,3,March,2021,2021,0,No,1,"Two-Way, Not Divided",2,Two lanes,45,45 MPH,2,Curve Right,5,Uphill,2,"Blacktop, Bituminous, or Asphalt",2,Wet,0,No Controls,0,No Controls,14,Negotiating a Curve,62,From opposite direction  over left lane line,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,98,M98-Other Crash Type,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,0,0,No,474,Honda,1861,Accord,13,Sedan/Saloon
15,Hawaii,150067,4,4,4,July,8:00pm-8:59pm,Motor Vehicle In-Transport,8,Sideswipe - Opposite Direction,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,2,Jeep / Kaiser-Jeep / Willys- Jeep,404,2404,Jeep / Kaiser-Jeep / Willys- Jeep Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.),14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2016,2016,Motor Vehicle In-Transport,Hawaii,96727,96727,6,Valid,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,60,60,130,130 lbs.,0,None,0,None,0,None,0,None,0,None,1,1,0,None,1,January,2020,2020,1,January,2020,2020,0,No,1,"Two-Way, Not Divided",2,Two lanes,45,45 MPH,2,Curve Right,3,Hillcrest,2,"Blacktop, Bituminous, or Asphalt",2,Wet,0,No Controls,0,No Controls,14,Negotiating a Curve,62,From opposite direction  over left lane line,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,98,M98-Other Crash Type,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,0,0,No,483,Jeep,1945,Cherokee,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV)
15,Hawaii,150068,1,1,3,July,11:00am-11:59am,"Post, Pole or Other Supports",0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),49,Toyota,401,49401,Toyota 4-Runner,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2016,2016,Rollover/Overturn,Hawaii,96740,96740,0,Not licensed,0,Not Licensed,0,No (CDL),0,No Endorsements required for this vehicle,0,Not licensed,0,No Restrictions or Not Applicable,63,63,125,125 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,No Record,0,No Record,0,No Record,0,No Record,3,"Yes, Exceeded Speed Limit",1,"Two-Way, Not Divided",2,Two lanes,45,45 MPH,2,Curve Right,6,Downhill,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,14,Negotiating a Curve,6,Traveling Too Fast for Conditions or Road Configuration,99,Unknown/Not Reported,9,Precrash stability unknown,4,Departed roadway,7,B7-Single Driver-Left Roadside Departure-Control/Traction Loss,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,1,0,No,448,Toyota,2216,4-Runner,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV)
15,Hawaii,150070,1,2,1,August,10:00am-10:59am,Motor Vehicle In-Transport,6,Angle,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),37,Honda,32,37032,"Honda Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",4,"4-door sedan, hardtop",2005,2005,Motor Vehicle In-Transport,Hawaii,96792,96792,6,Valid,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,75,75,180,180 lbs.,0,None,0,None,0,None,0,None,0,None,4,4,4,4,5,May,2019,2019,5,May,2020,2020,0,No,1,"Two-Way, Not Divided",4,Four lanes,35,35 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,11,Turning Left,15,Turning Left,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,68,"J68-Changing Trafficway, Vehicle Turning-Turn Across Path-Initial Opposite Directions (Left/Right)",7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,0,0,No,474,Honda,1861,Accord,13,Sedan/Saloon
15,Hawaii,150070,2,2,1,August,10:00am-10:59am,Motor Vehicle In-Transport,6,Angle,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),98,Other Make,703,98703,Other Make 125-349cc,84,Motor Scooter,2018,2018,Motor Vehicle In-Transport,Hawaii,96792,96792,3,Expired,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,2,No valid license for this class vehicle,0,No Restrictions or Not Applicable,67,67,190,190 lbs.,0,None,0,None,0,None,1,1,0,None,2,2,8,8,8,August,2017,2017,6,June,2021,2021,3,"Yes, Exceeded Speed Limit",1,"Two-Way, Not Divided",4,Four lanes,35,35 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,1,Going Straight,62,From opposite direction  over left lane line,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,69,"J69-Changing Trafficway, Vehicle Turning-Turn Across Path-Initial Opposite Directions (Going Straight)",7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,1,0,No,570,Genuine Scooters,6664,"Buddy (50, 125, 170i)",12,Motorcycle - Scooter
15,Hawaii,150071,1,1,99,August,4:00am-4:59am,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),1,Yes,99,Reported as Unknown,9,Unknown,99,Unknown Make,999,99999,"Unknown Make Unknown (as to automobile, motored cycle, light truck or truck)",99,Unknown body type,9999,Unknown,Pedestrian,Not Reported,99998,Not Reported,9,Unknown License Status,9,Unknown License Type,99,Unknown License Status,9,"Unknown, if required",9,Unknown,9,Unknown,999,Unknown,999,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,9999,Unknown,99,Unknown,9999,Unknown,9,Reported as Unknown,3,"Two-Way,  Divided, Positive  Median Barrier",4,Four lanes,55,55 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,1,Going Straight,80,Pedestrian in road,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,13,C13-Single Driver-Forward Impact-Pedestrian/ Animal,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,0,0,No,99999,Unknown,99999,Unknown,999,Unknown
15,Hawaii,150072,1,2,5,August,9:00pm-9:59pm,Motor Vehicle In-Transport,6,Angle,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),41,Mazda,441,41441,Mazda MPV,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",2004,2004,Motor Vehicle In-Transport,Hawaii,96819,96819,2,Revoked,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,2,No valid license for this class vehicle,0,No Restrictions or Not Applicable,66,66,260,260 lbs.,0,None,0,None,1,1,0,None,0,None,0,None,2,2,3,March,2018,2018,3,March,2018,2018,0,No,1,"Two-Way, Not Divided",2,Two lanes,25,25 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,3,Traffic control signal(on colors) not known whether or not Pedestrian Signal,3,Device Functioning Properly,1,Going Straight,17,Crossing Over (Passing Through) Junction,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,86,L86-Intersecting Paths-Straight Paths-Striking from the Right,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,1,1,Yes,473,Mazda,2322,MPV,2,Minivan
15,Hawaii,150072,2,2,1,August,9:00pm-9:59pm,Motor Vehicle In-Transport,6,Angle,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,49,Toyota,482,49482,Toyota Tundra,34,Light Pickup,2021,2021,Motor Vehicle In-Transport,Hawaii,96707,96707,6,Valid,1,Full Driver License,6,Valid,0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,72,72,278,278 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,No Record,0,No Record,0,No Record,0,No Record,0,No,1,"Two-Way, Not Divided",4,Four lanes,25,25 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,3,Traffic control signal(on colors) not known whether or not Pedestrian Signal,3,Device Functioning Properly,1,Going Straight,66,"From crossing street, across path",99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,87,L87-Intersecting Paths-Straight Paths-Struck on the Right,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,0,0,No,448,Toyota,2467,Tundra,60,Pickup
15,Hawaii,150073,1,3,3,August,6:00pm-6:59pm,Motor Vehicle In-Transport,6,Angle,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,37,Honda,31,37031,"Honda Civic/CRX, del Sol",2,"2-door sedan,hardtop,coupe",1996,1996,Motor Vehicle In-Transport,Hawaii,96725,96725,4,Canceled or denied,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,2,No valid license for this class vehicle,0,No Restrictions or Not Applicable,68,68,160,160 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,No Record,0,No Record,0,No Record,0,No Record,4,"Yes, Too Fast for Conditions",1,"Two-Way, Not Divided",3,Three lanes,55,55 MPH,1,Straight,5,Uphill,2,"Blacktop, Bituminous, or Asphalt",2,Wet,0,No Controls,0,No Controls,6,Passing or Overtaking Another Vehicle,6,Traveling Too Fast for Conditions or Road Configuration,99,Unknown/Not Reported,5,"Skidding Laterally, Rotation Direction Unknown",2,"Stayed on roadway, but left original travel lane",64,"I64-Same Trafficway, Opposite Direction-Angle, Sideswipe-Lateral Move (Left/Right)",7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,1,0,No,474,Honda,1863,Civic,3,Coupe
15,Hawaii,150073,2,3,1,August,6:00pm-6:59pm,Motor Vehicle In-Transport,6,Angle,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,20,Chevrolet,471,20471,Chevrolet S-10/T-10 Pickup,34,Light Pickup,2002,2002,Motor Vehicle In-Transport,Hawaii,96743,96743,6,Valid,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,66,66,136,136 lbs.,0,None,0,None,0,None,0,None,0,None,1,1,0,None,3,March,2021,2021,3,March,2021,2021,0,No,1,"Two-Way, Not Divided",3,Three lanes,55,55 MPH,1,Straight,6,Downhill,2,"Blacktop, Bituminous, or Asphalt",2,Wet,0,No Controls,0,No Controls,1,Going Straight,62,From opposite direction  over left lane line,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,65,"I65-Same Trafficway, Opposite Direction-Angle, Sideswipe-Lateral Move (Going Straight)",7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,0,0,No,467,Chevrolet,11483,S-10 Pickup,60,Pickup
15,Hawaii,150073,3,3,1,August,6:00pm-6:59pm,Motor Vehicle In-Transport,6,Angle,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),49,Toyota,44,49044,Toyota Solara,2,"2-door sedan,hardtop,coupe",2005,2005,Motor Vehicle In-Transport,Hawaii,96774,96774,6,Valid,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,3,"Restrictions, Compliance Unknown",64,64,145,145 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,No Record,0,No Record,0,No Record,0,No Record,0,No,1,"Two-Way, Not Divided",3,Three lanes,55,55 MPH,1,Straight,5,Uphill,2,"Blacktop, Bituminous, or Asphalt",2,Wet,0,No Controls,0,No Controls,1,Going Straight,98,Other critical precrash event (specify:),99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,98,M98-Other Crash Type,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,0,0,No,448,Toyota,2803,Camry Solara,3,Coupe
15,Hawaii,150074,1,2,1,August,1:00pm-1:59pm,Motor Vehicle In-Transport,2,Front-to-Front,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),12,Ford,471,12471,Ford Ranger,34,Light Pickup,2004,2004,Motor Vehicle In-Transport,Hawaii,96731,96731,3,Expired,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,2,No valid license for this class vehicle,0,No Restrictions or Not Applicable,63,63,200,200 lbs.,0,None,0,None,0,None,0,None,0,None,6,6,4,4,8,August,2017,2017,3,March,2022,2022,3,"Yes, Exceeded Speed Limit",1,"Two-Way, Not Divided",2,Two lanes,45,45 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,6,Passing or Overtaking Another Vehicle,54,Traveling in opposite direction,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,52,"G52-Same Trafficway, Opposite Direction-Head-On-Specifics Other",7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,0,0,No,460,Ford,1803,Ranger,60,Pickup
